Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
31 AUG 2026,INFOMEDIA,EQ,INFOMEDIA PRESS LIMITED  ,Listed    ,31 AUG 2026,              10.00,          50194172,              5.20,      261511636.10 
31 AUG 2026,INFY,EQ,INFOSYS LIMITED          ,Listed    ,31 AUG 2026,               5.00,        4057255905,           1133.80,  4600116745089.00      
31 AUG 2026,INGERRAND,EQ,INGERSOLL-RAND INDIA LTD ,Listed    ,31 AUG 2026,              10.00,          31568000,           4848.50,   153057448000.00 
31 AUG 2026,INM,SM,INTERIORS & MORE LIMITED ,Listed    ,28 AUG 2026,              10.00,          13990800,            156.00,     2182564800.00       
31 AUG 2026,INNOMET,ST,INNOMET ADVANCED MATERI L,Listed    ,31 AUG 2026,              10.00,          12940138,            261.05,     3378023024.90   
31 AUG 2026,INNOVACAP,EQ,INNOVA CAPTAB LIMITED    ,Listed    ,31 AUG 2026,              10.00,          57224929,           1078.10,    61694195954.90 
31 AUG 2026,INNOVANA,EQ,INNOVANA THINKLABS LTD   ,Listed    ,31 AUG 2026,              10.00,          20660000,            304.35,     6287871000.00  
31 AUG 2026,INNOVISION,EQ,INNOVISION LIMITED       ,Listed    ,31 AUG 2026,              10.00,          23813294,            274.25,     6530795879.50
31 AUG 2026,INOXGREEN,EQ,INOX GREEN ENERGY SER LTD,Listed    ,31 AUG 2026,              10.00,         401492045,            166.85,    66996977549.15 
31 AUG 2026,INOXINDIA,EQ,INOX INDIA LIMITED       ,Listed    ,31 AUG 2026,               2.00,          90763500,           2134.20,   193707461700.00 
31 AUG 2026,INOXWIND,EQ,INOX WIND LIMITED        ,Listed    ,31 AUG 2026,              10.00,        1728237822,             70.35,   121616095534.15  
31 AUG 2026,INSECTICID,EQ,INSECTICIDES (I) LTD     ,Listed    ,31 AUG 2026,              10.00,          29097837,            610.85,    17774413731.45
31 AUG 2026,INSPIRE,SM,INSPIRE FILMS LIMITED    ,Listed    ,28 AUG 2026,              10.00,          13609299,              8.15,      110915786.85   
31 AUG 2026,INSPIRISYS,EQ,INSPIRISYS SOLUTIONS LTD ,Listed    ,31 AUG 2026,              10.00,          39616873,             89.05,     3527486371.90
31 AUG 2026,INTEGRITY,ST,INTEGRITY INFRABUILD DE L,Listed    ,31 AUG 2026,              10.00,           4400000,            175.00,      770000000.00 
31 AUG 2026,INTELLECT,EQ,INTELLECT DESIGN ARENA   ,Listed    ,31 AUG 2026,               5.00,         140010738,            680.95,    95340312041.10 
31 AUG 2026,INTENTECH,EQ,INTENSE TECHNOLOGIES LTD ,Listed    ,31 AUG 2026,               2.00,          23624449,             81.90,     1934369884.10 
31 AUG 2026,INTERARCH,EQ,INTERARCH BLDNG SOLTN LTD,Listed    ,31 AUG 2026,              10.00,          16771853,           1704.50,    28587623438.50 
31 AUG 2026,INTERISE,IV,INTERISE TRUST           ,Listed    ,16 SEP 2025,             100.00,        1042411177,            107.20,   111725629950.85  
31 AUG 2026,INTLCONV,EQ,INTL CONVEYORS LIMITED   ,Listed    ,31 AUG 2026,               1.00,          63781000,             79.50,     5069313880.00  
31 AUG 2026,INVENTURE,EQ,INVENTURE GRO & SEC LTD  ,Listed    ,31 AUG 2026,               1.00,        1050000000,              0.95,      997500000.00 
31 AUG 2026,INVICTA,SM,INVICTA DIAGNOSTIC LTD   ,Listed    ,31 AUG 2026,              10.00,          12571973,             68.55,      861808749.15   
31 AUG 2026,INVPRECQ,BE,INVESTMENT & PREC CAST L ,Permitted ,31 AUG 2026,              10.00,          10000000,           1285.00,    12850000000.00  
31 AUG 2026,IOB,EQ,INDIAN OVERSEAS BANK     ,Listed    ,31 AUG 2026,              10.00,       19256589795,             32.45,   625261470643.65       
31 AUG 2026,IOC,EQ,INDIAN OIL CORP LTD      ,Listed    ,31 AUG 2026,              10.00,       14121238383,            139.15,  1964687896226.80       
31 AUG 2026,IOLCP,EQ,IOL CHEM AND PHARMA LTD  ,Listed    ,31 AUG 2026,               2.00,         293527510,            193.70,    56853343411.90     
31 AUG 2026,IONEXCHANG,EQ,ION EXCHANGE (INDIA) LTD ,Listed    ,31 AUG 2026,               1.00,         146666590,            363.85,    53364638771.50
31 AUG 2026,IPCALAB,EQ,IPCA LABORATORIES LTD    ,Listed    ,31 AUG 2026,               1.00,         253704218,           1974.90,   501040460128.20   
31 AUG 2026,IPHL,SM,INDIAN PHOSPHATE LIMITED ,Listed    ,31 AUG 2026,              10.00,          24989609,             74.35,     1857977429.15      
31 AUG 2026,IPL,EQ,INDIA PESTICIDES LIMITED ,Listed    ,31 AUG 2026,               1.00,         115163508,            136.85,    15761277704.90       
31 AUG 2026,IPRINGLTD,EQ,IP RINGS LTD.            ,Permitted ,31 AUG 2026,              10.00,          12675865,            156.80,     1987322114.70 
31 AUG 2026,IPSL,SM,INTEGRATED PERSO SER LTD ,Listed    ,28 AUG 2026,              10.00,          10213010,            215.60,     2201924956.00      
31 AUG 2026,IRB,EQ,IRB INFRA DEV LTD.       ,Listed    ,31 AUG 2026,               1.00,       12078000000,             19.35,   233830080000.00       
31 AUG 2026,IRBINVIT,IV,IRB INVIT FUND           ,Listed    ,31 AUG 2026,             102.00,        1281600000,             64.85,    83111760000.00  
31 AUG 2026,IRBIT,IV,IRB INFRASTRUCTURE TRUST ,Listed    ,13 JUN 2024,             100.00,        1172093265,            214.25,   251097540160.95     
31 AUG 2026,IRCON,EQ,IRCON INTERNATIONAL LTD  ,Listed    ,31 AUG 2026,               2.00,         940515740,            119.35,   112269363883.80     
31 AUG 2026,IRCTC,EQ,INDIAN RAIL TOUR CORP LTD,Listed    ,31 AUG 2026,               2.00,         800000000,            481.25,   385000000000.00     
31 AUG 2026,IREDA,EQ,INDIAN RENEWABLE ENERGY  ,Listed    ,31 AUG 2026,              10.00,        2809231268,            116.50,   327275442722.00     
31 AUG 2026,IRFC,EQ,INDIAN RAILWAY FIN CORP L,Listed    ,31 AUG 2026,              10.00,       13068506000,             83.35,  1089129290040.00      
31 AUG 2026,IRIS,EQ,IRIS REGTECH SOLUTION LTD,Listed    ,31 AUG 2026,              10.00,          20568247,            248.95,     5120876455.60      
31 AUG 2026,IRISDOREME,EQ,IRIS CLOTHINGS LIMITED   ,Listed    ,31 AUG 2026,               2.00,         190331470,             58.50,    11130584365.60
31 AUG 2026,IRMENERGY,EQ,IRM ENERGY LIMITED       ,Listed    ,31 AUG 2026,              10.00,          41059677,            284.80,    11693796009.60 
31 AUG 2026,ISFT,EQ,INTRASOFT TECH. LTD      ,Listed    ,31 AUG 2026,              10.00,          16311678,             94.40,     1539659286.40      
31 AUG 2026,ISGEC,EQ,ISGEC HEAVY ENG LTD      ,Listed    ,31 AUG 2026,               1.00,          73529510,            790.65,    58136107081.50     
31 AUG 2026,ISHAN,SM,ISHAN INTERNATIONAL LTD  ,Listed    ,31 AUG 2026,               1.00,         216235290,              0.50,      108117645.00     
31 AUG 2026,ISHANCH,EQ,ISHAN DYES N CHEMICALS L ,Listed    ,31 AUG 2026,              10.00,          27304397,             43.60,     1191017797.15   
31 AUG 2026,ISTLTD,EQ,I S T LTD.               ,Permitted ,31 AUG 2026,               5.00,          11664112,            645.55,     7529767501.60    
31 AUG 2026,ITALIANE,SM,ITALIAN EDIBLES LIMITED  ,Listed    ,31 AUG 2026,              10.00,          14777151,             34.10,      503900849.10  
31 AUG 2026,ITC,EQ,ITC LTD                  ,Listed    ,31 AUG 2026,               1.00,       12529468232,            255.50,  3201279133276.00       
31 AUG 2026,ITCHOTELS,EQ,ITC HOTELS LIMITED       ,Listed    ,31 AUG 2026,               1.00,        2082976309,            160.10,   333463677307.80 
31 AUG 2026,ITDC,EQ,INDIA TOUR. DEV. CO. LTD.,Listed    ,31 AUG 2026,              10.00,          85769400,            640.20,    54909569880.00      
31 AUG 2026,ITI,EQ,ITI LTD                  ,Listed    ,31 AUG 2026,              10.00,         962851967,            270.95,   260884740458.65       
31 AUG 2026,ITL,EQ,ITL INDUSTRIES LTD.      ,Permitted ,31 AUG 2026,              10.00,           3204300,            372.60,     1193922180.00       
31 AUG 2026,ITTL,ST,INNOVATIVE TYRE & TUBE LT,Listed    ,28 AUG 2026,              10.00,          10000000,             64.20,      642000000.00      
31 AUG 2026,IVALUE,EQ,IVALUE INFOSOLUTIONS LTD ,Listed    ,31 AUG 2026,               2.00,          54630380,            247.70,    13531945126.00    
31 AUG 2026,IVC,EQ,IL&FS INVESTMENT MANAGERS,Listed    ,31 AUG 2026,               2.00,         314032740,              9.05,     2841996297.00       
31 AUG 2026,IVP,BE,IVP LIMITED              ,Listed    ,31 AUG 2026,              10.00,          10326263,            200.95,     2074856024.60       
31 AUG 2026,IWARE,ST,IWARE SUPPLYCHAIN SER LTD,Listed    ,31 AUG 2026,              10.00,          11506800,            429.10,     4937567880.00     
31 AUG 2026,IWP,EQ,INDIAN WOOD PRODUCTS CO L,Permitted ,31 AUG 2026,               2.00,          63972720,             34.90,     2232008200.80       
31 AUG 2026,IXIGO,EQ,LE TRAVENUES TECHNOLOGY L,Listed    ,31 AUG 2026,               1.00,         438669111,            163.00,    71511838475.20     
31 AUG 2026,IZMO,EQ,IZMO LIMITED             ,Listed    ,31 AUG 2026,              10.00,          14962576,            833.00,    12463825808.00      
31 AUG 2026,J&KBANK,EQ,J & K BANK LTD.          ,Listed    ,31 AUG 2026,               1.00,        1101182463,            147.70,   162622626135.85   
31 AUG 2026,JAGRAN,EQ,JAGRAN PRAKASHAN LIMITED ,Listed    ,31 AUG 2026,               2.00,         217654272,             61.10,    13294322933.75    
31 AUG 2026,JAGSNPHARM,EQ,JAGSONPAL PHARMACEUTICALS,Listed    ,31 AUG 2026,               2.00,          65835470,            240.85,    15855814594.80
31 AUG 2026,JAIBALAJI,EQ,JAI BALAJI INDUSTRIES LTD,Listed    ,31 AUG 2026,               2.00,         912256930,             72.15,    65828460068.80 
31 AUG 2026,JAICORPLTD,EQ,JAI CORP LIMITED         ,Listed    ,31 AUG 2026,               1.00,         175504995,             98.60,    17308302606.90
31 AUG 2026,JAINAM,SM,JAINAM FER ALLOYS (I) LTD,Listed    ,20 AUG 2026,              10.00,          11711200,            234.00,     2740420800.00    
31 AUG 2026,JAINIK,SM,JAINIK POWER CABLES LTD  ,Listed    ,28 AUG 2026,              10.00,          14347700,            209.75,     3009430075.00    
31 AUG 2026,JAINREC,EQ,JAIN RESOURCE RECYCLING L,Listed    ,31 AUG 2026,               2.00,         345085814,            276.80,    95519753315.20   
31 AUG 2026,JAIPURKURT,EQ,NANDANI CREATION LIMITED ,Listed    ,31 AUG 2026,              10.00,          19090714,             26.10,      498267635.40
31 AUG 2026,JAKHARIA,ST,JAKHARIA FABRIC LIMITED  ,Listed    ,16 OCT 2025,              10.00,          12191490,             60.50,      737585145.00  
31 AUG 2026,JALAN,ST,JALAN TRANSOLU. INDIA LTD,Listed    ,27 AUG 2026,              10.00,          14537220,              1.90,       27620718.00     
31 AUG 2026,JAMNAAUTO,EQ,JAMNA AUTO IND LTD       ,Listed    ,31 AUG 2026,               1.00,         399786635,            121.40,    48534097489.00 
31 AUG 2026,JARO,EQ,JARO INS OF TEC MG N RE L,Listed    ,31 AUG 2026,              10.00,          22270387,            459.55,    10234356345.85      
31 AUG 2026,JASH,EQ,JASH ENGINEERING LIMITED ,Listed    ,31 AUG 2026,               2.00,          63193720,            465.55,    29419836346.00      
31 AUG 2026,JAYAGROGN,EQ,JAYANT AGRO ORGANICS LTD ,Listed    ,31 AUG 2026,               5.00,          30000000,            232.95,     6987900000.00 
31 AUG 2026,JAYBARMARU,EQ,JAY BHARAT MARUTI LTD    ,Listed    ,31 AUG 2026,               2.00,         108250000,            124.85,    13515012500.00
31 AUG 2026,JAYBEE,SM,JAY BEE LAMINATIONS LTD  ,Listed    ,31 AUG 2026,              10.00,          22567600,             88.45,     1996104220.00    
31 AUG 2026,JAYESH,SM,JAYESH LOGISTICS LIMITED ,Listed    ,31 AUG 2026,              10.00,           8691449,            135.00,     1173345615.00    
31 AUG 2026,JAYKAY,EQ,JAYKAY ENTERPRISES LTD   ,Listed    ,31 AUG 2026,               1.00,         130287066,            149.55,    19487036461.60    
31 AUG 2026,JAYNECOIND,EQ,JAYASWAL NECO INDUSTR LTD,Listed    ,31 AUG 2026,              10.00,         970998244,             98.40,    95555937192.05
31 AUG 2026,JAYSREETEA,EQ,JAYSHREE TEA & INDUSTRIES,Listed    ,31 AUG 2026,               5.00,          28877488,             96.30,     2780613319.50
31 AUG 2026,JBMA,EQ,JBM AUTO LIMITED         ,Listed    ,31 AUG 2026,               1.00,         236494264,            624.10,   147596070162.40      
31 AUG 2026,JENBURPH,EQ,JENBURKT PHARMACEUTICAL L,Permitted ,31 AUG 2026,              10.00,           4413300,           1051.20,     4639260960.00  
31 AUG 2026,JETFREIGHT,EQ,JET FREIGHT LOGISTICS LTD,Listed    ,31 AUG 2026,               5.00,          46403784,             21.95,     1018099020.95
31 AUG 2026,JETKNIT,ST,JET KNITWEARS LTD.       ,Listed    ,27 AUG 2026,              10.00,           4083200,             48.45,      197831040.00   
31 AUG 2026,JEYYAM,ST,JEYYAM GLOBAL FOODS LTD  ,Listed    ,31 AUG 2026,               5.00,          47496756,             23.25,     1104299577.00    
31 AUG 2026,JFLLIFE,SM,JFL LIFE SCIENCES LIMITED,Listed    ,31 AUG 2026,              10.00,          65990646,             10.65,      702800379.90   
31 AUG 2026,JGCHEM,EQ,J.G.CHEMICALS LIMITED    ,Listed    ,31 AUG 2026,              10.00,          39186063,            633.30,    24816533697.90    
31 AUG 2026,JHS,EQ,JHS SVEND. LAB. LTD      ,Listed    ,31 AUG 2026,              10.00,          87405767,              8.05,      704490482.00       
31 AUG 2026,JINDALPHOT,EQ,JINDAL PHOTO LIMITED     ,Listed    ,31 AUG 2026,              10.00,          10258326,           1017.10,    10433743374.60
31 AUG 2026,JINDALPOLY,EQ,JINDAL POLY FILMS LIMITED,Listed    ,31 AUG 2026,              10.00,          43786413,            631.35,    27644551847.55
31 AUG 2026,JINDALSAW,EQ,JINDAL SAW LIMITED       ,Listed    ,31 AUG 2026,               1.00,         639508234,            309.65,   198023724658.10 
31 AUG 2026,JINDALSTEL,EQ,JINDAL STEEL LIMITED     ,Listed    ,31 AUG 2026,               1.00,        1020088097,           1192.90,  1216863090911.30
31 AUG 2026,JINDRILL,EQ,JINDAL DRILLING IND. LTD ,Listed    ,31 AUG 2026,               5.00,          28981104,            620.40,    17979876921.60  
31 AUG 2026,JINDWORLD,EQ,JINDAL WORLDWIDE LTD     ,Listed    ,31 AUG 2026,               1.00,        1002602000,             38.30,    38409682620.00 
31 AUG 2026,JIOFIN,EQ,JIO FIN SERVICES LTD     ,Listed    ,31 AUG 2026,              10.00,        6603141623,            241.35,  1593668230711.05    
31 AUG 2026,JISLDVREQS,EQ,JAIN DVR EQUITY SHARES   ,Listed    ,31 AUG 2026,               2.00,          19294304,             20.55,      396305004.15
31 AUG 2026,JISLJALEQS,EQ,JAIN IRRIGATION SYSTEMS  ,Listed    ,31 AUG 2026,               2.00,         714609991,             28.30,    20209170545.50
31 AUG 2026,JITFINFRA,EQ,JITF INFRALOGISTICS LTD  ,Listed    ,31 AUG 2026,               2.00,          25703706,            311.35,     8002848863.10 
31 AUG 2026,JIWANRAM,SM,JIWANRAM SHEODUTTRA IND L,Listed    ,31 AUG 2026,              10.00,          24748225,              4.50,      111367012.50  
31 AUG 2026,JKCEMENT,EQ,JK CEMENT LIMITED        ,Listed    ,31 AUG 2026,              10.00,          77268251,           5133.00,   396617932383.00  
31 AUG 2026,JKIL,EQ,JKUMAR INFR.LTD.         ,Listed    ,31 AUG 2026,               5.00,          75665506,            490.15,    37087447765.90      
31 AUG 2026,JKIPL,EQ,JINKUSHAL INDUSTRIES LTD ,Listed    ,31 AUG 2026,              10.00,          38386000,            106.15,     4075441620.00     
31 AUG 2026,JKLAKSHMI,EQ,JK LAKSHMI CEMENT LTD    ,Listed    ,31 AUG 2026,               5.00,         124144426,            530.90,    65908275763.40 
31 AUG 2026,JKPAPER,EQ,JK PAPER LIMITED         ,Listed    ,31 AUG 2026,              10.00,         181318771,            396.25,    71847563008.75   
31 AUG 2026,JKTYRE,EQ,JK TYRE & INDUSTRIES LTD ,Listed    ,31 AUG 2026,               2.00,         288289511,            378.85,   109218481242.35    
31 AUG 2026,JLHL,EQ,JUPITER LIFE LINE HOSP L ,Listed    ,31 AUG 2026,               2.00,         327830110,            295.60,    96906580516.00      
31 AUG 2026,JMA,EQ,JULLUNDUR MOT AGENCY LTD ,Listed    ,31 AUG 2026,               2.00,          22841054,             92.65,     2116680474.20       
31 AUG 2026,JMFINANCIL,EQ,JM FINANCIAL LIMITED     ,Listed    ,31 AUG 2026,               1.00,         956466194,            128.00,   122418108170.05
31 AUG 2026,JNKINDIA,EQ,JNK INDIA LIMITED        ,Listed    ,31 AUG 2026,               2.00,          55953915,            433.75,    24270010631.25  
31 AUG 2026,JNPR,EQ,JUNIPER GREEN ENERGY LTD ,Listed    ,31 AUG 2026,              10.00,         568998442,            264.80,   150659407472.75      
31 AUG 2026,JOCIL,BE,JOCIL LIMITED            ,Listed    ,31 AUG 2026,              10.00,           8881150,            148.00,     1314587823.00     
31 AUG 2026,JPOLYINVST,EQ,JIND POL INV & FIN CO LTD,Listed    ,31 AUG 2026,              10.00,          10511929,            990.40,    10411014481.60
31 AUG 2026,JPPOWER,EQ,JAIPRAKASH POWER VEN. LTD,Listed    ,31 AUG 2026,              10.00,        6853458827,             16.45,   112739397704.15   
31 AUG 2026,JSFB,EQ,JANA SMALL FIN BANK LTD  ,Listed    ,31 AUG 2026,              10.00,         105341046,            537.50,    56620812225.00      
31 AUG 2026,JSL,EQ,JINDAL STAINLESS LIMITED ,Listed    ,31 AUG 2026,               2.00,         824419588,            702.15,   578866213714.20       
31 AUG 2026,JSLL,EQ,JEENA SIKHO LIFECARE LTD ,Listed    ,31 AUG 2026,               2.00,         124300730,            511.05,    63523888066.50      
31 AUG 2026,JSWCEMENT,EQ,JSW CEMENT LIMITED       ,Listed    ,31 AUG 2026,              10.00,        1363364936,            126.00,   171811249234.70 
31 AUG 2026,JSWDULUX,EQ,JSW DULUX LIMITED        ,Listed    ,31 AUG 2026,              10.00,          45540314,           3164.50,   144112323653.00  
31 AUG 2026,JSWENERGY,EQ,JSW ENERGY LIMITED       ,Listed    ,31 AUG 2026,              10.00,        1833482736,            520.40,   954144415814.40 
31 AUG 2026,JSWHL,EQ,JSW HOLDINGS LIMITED     ,Listed    ,31 AUG 2026,              10.00,          11099625,          12027.00,   133495189875.00     
31 AUG 2026,JSWINFRA,EQ,JSW INFRASTRUCTURE LTD   ,Listed    ,31 AUG 2026,               2.00,        2330001567,            340.00,   792200532780.00  
31 AUG 2026,JSWSTEEL,EQ,JSW STEEL LIMITED        ,Listed    ,31 AUG 2026,               1.00,        2445453966,           1307.70,  3197920151338.20  
31 AUG 2026,JTEKTINDIA,EQ,JTEKT INDIA LIMITED      ,Listed    ,31 AUG 2026,               1.00,         277396890,            124.65,    34583070276.30
31 AUG 2026,JTLIND,EQ,JTL INDUSTRIES LIMITED   ,Listed    ,31 AUG 2026,               1.00,         393081630,             89.95,    35349830985.90    
31 AUG 2026,JUBLCPL,EQ,JUBILANT AGRI N CON PRO L,Listed    ,31 AUG 2026,              10.00,          15152493,           2315.40,    35084082292.20   
31 AUG 2026,JUBLFOOD,EQ,JUBILANT FOODWORKS LTD   ,Listed    ,31 AUG 2026,               2.00,         659845200,            496.00,   327283219200.00  
31 AUG 2026,JUBLINGREA,EQ,JUBILANT INGREVIA LIMITED,Listed    ,31 AUG 2026,               1.00,         159281139,            674.90,   107498840711.10
31 AUG 2026,JUBLPHARMA,EQ,JUBILANT PHARMOVA LTD    ,Listed    ,31 AUG 2026,               1.00,         159281139,            881.90,   140470036484.10
31 AUG 2026,JUNIPER,EQ,JUNIPER HOTELS LIMITED   ,Listed    ,31 AUG 2026,              10.00,         222502384,            214.35,    47695611034.25   
31 AUG 2026,JUSTDIAL,EQ,JUSTDIAL LTD.            ,Listed    ,31 AUG 2026,              10.00,          85049032,            710.20,    60401822526.40  
31 AUG 2026,JWL,EQ,JUPITER WAGONS LIMITED   ,Listed    ,31 AUG 2026,              10.00,         427370389,            240.55,   102803947073.95       
31 AUG 2026,JYOTHYLAB,EQ,JYOTHY LABS LIMITED      ,Listed    ,31 AUG 2026,               1.00,         367214511,            203.45,    74717136553.15 
31 AUG 2026,JYOTICNC,EQ,JYOTI CNC AUTOMATION LTD ,Listed    ,31 AUG 2026,               2.00,         227423096,            994.95,   226274609365.20  
31 AUG 2026,JYOTIGLOBL,SM,JYOTI GLOBAL PLAST LTD   ,Listed    ,28 AUG 2026,              10.00,          19820000,             37.30,      739286000.00
31 AUG 2026,JYOTIRES,EQ,JYOTI RESINS & ADHESIVE L,Permitted ,31 AUG 2026,              10.00,          12000000,            878.15,    10537800000.00  
31 AUG 2026,JYOTISTRUC,EQ,JYOTI STRUCTURES LTD     ,Listed    ,31 AUG 2026,               2.00,        1193659937,             10.00,    11948535969.35
31 AUG 2026,K2INFRA,ST,K2 INFRAGEN LIMITED      ,Listed    ,31 AUG 2026,              10.00,          12618394,             48.75,      615146707.50   
31 AUG 2026,KABRAEXTRU,EQ,KABRA EXTRUSION TECHNIK L,Listed    ,31 AUG 2026,               5.00,          34972836,            600.30,    20994193450.80
31 AUG 2026,KAJARIACER,EQ,KAJARIA CERAMICS LTD     ,Listed    ,31 AUG 2026,               1.00,         159272290,           1244.80,   198262146592.00
31 AUG 2026,KAKATCEM,EQ,KAKATIYA CEM SUGAR &IND L,Listed    ,31 AUG 2026,              10.00,           7773858,            116.75,      907597921.50  
31 AUG 2026,KALAMANDIR,EQ,SAI SILKS (KALAMANDIR) L ,Listed    ,31 AUG 2026,               2.00,         153366112,             85.85,    13164947054.10
31 AUG 2026,KALANA,SM,KALANA ISPAT LIMITED     ,Listed    ,31 AUG 2026,              10.00,          13039185,             22.40,      292077744.00    
31 AUG 2026,KALPATARU,EQ,KALPATARU LIMITED        ,Listed    ,31 AUG 2026,              10.00,         205913993,            277.60,    57161724456.80 
31 AUG 2026,KALYANI,BE,KALYANI COMMERCIALS LTD  ,Listed    ,28 AUG 2026,              10.00,           1000000,            145.00,      144990000.00   
31 AUG 2026,KALYANIFRG,EQ,KALYANI FORGE LIMITED    ,Listed    ,31 AUG 2026,              10.00,           3638000,            914.30,     3326223400.00
31 AUG 2026,KALYANKJIL,EQ,KALYAN JEWELLERS IND LTD ,Listed    ,31 AUG 2026,              10.00,        1032740207,            601.00,   620676864407.00
31 AUG 2026,KAMAHOLD,EQ,KAMA HOLDINGS LTD.       ,Permitted ,31 AUG 2026,              10.00,          32090575,           2363.20,    75836446840.00  
31 AUG 2026,KAMANWALA,EQ,KAMANWALA HOUSING CONST L,Permitted ,31 AUG 2026,              10.00,          14093160,             17.00,      239583720.00 
31 AUG 2026,KAMATHOTEL,EQ,KAMAT HOTELS (I) LTD     ,Listed    ,31 AUG 2026,              10.00,          29480072,            225.10,     6635669406.50
31 AUG 2026,KAMDHENU,BE,KAMDHENU LIMITED         ,Listed    ,31 AUG 2026,               1.00,         281883000,             36.60,    10311280140.00  
31 AUG 2026,KAMOPAINTS,EQ,KAMDHENU VENTURES LIMITED,Listed    ,31 AUG 2026,               1.00,         329000000,              4.50,     1473920000.00
31 AUG 2026,KANANIIND,EQ,KANANI INDUSTRIES LTD    ,Listed    ,31 AUG 2026,               1.00,         197868000,              1.50,      300759360.00 
31 AUG 2026,KANCHI,EQ,KANCHI KARPOORAM LTD.    ,Permitted ,31 AUG 2026,              10.00,           4343891,            421.10,     1829212500.10    
31 AUG 2026,KANCOTEA,EQ,KANCO TEA & INDS. LTD.   ,Permitted ,31 AUG 2026,              10.00,           5122827,             55.70,      285341463.90  
31 AUG 2026,KANDARP,SM,KANDARP DG SMART BPO LTD ,Listed    ,28 AUG 2026,              10.00,           8973000,             95.05,      852883650.00   
31 AUG 2026,KANORICHEM,BE,KANORIACHEMICALS-        ,Listed    ,31 AUG 2026,               5.00,          43693333,            159.10,     6950735413.65
31 AUG 2026,KANPRPLA,EQ,KANPUR PLASTIPACK LIMITED,Listed    ,31 AUG 2026,              10.00,          24478958,            267.70,     6553261846.20  
31 AUG 2026,KANSAINER,EQ,KANSAI NEROLAC PAINTS LTD,Listed    ,31 AUG 2026,               1.00,         808714470,            192.80,   155928236960.70 
31 AUG 2026,KAPSTON,EQ,KAPSTON SERVICES LIMITED ,Listed    ,31 AUG 2026,               5.00,          30432183,            586.80,    17857604984.40   
31 AUG 2026,KARMAENG,EQ,KARMA ENERGY LIMITED     ,Listed    ,31 AUG 2026,              10.00,          11569918,             38.00,      439541184.80  
31 AUG 2026,KARNIKA,SM,KARNIKA INDUSTRIES LTD   ,Listed    ,31 AUG 2026,              10.00,          61997500,            115.05,     7132812375.00   
31 AUG 2026,KARURVYSYA,EQ,KARUR VYSYA BANK LTD     ,Listed    ,31 AUG 2026,               2.00,         966493959,            347.60,   335953300148.40
31 AUG 2026,KATARIA,SM,KATARIA INDUSTRIES LTD   ,Listed    ,31 AUG 2026,              10.00,          21531234,            104.95,     2259703008.30   
31 AUG 2026,KAUSHALYA,BE,KAUSHALYA INFRA DEV LTD. ,Listed    ,31 AUG 2026,            1000.00,            346306,            857.75,      297043971.50 
31 AUG 2026,KAVDEFENCE,EQ,KAVVERI DFS & WIR TEC LTD,Listed    ,31 AUG 2026,              10.00,          60124260,             56.20,     3378983412.00
31 AUG 2026,KAYA,BE,KAYA LIMITED             ,Listed    ,31 AUG 2026,              10.00,          15187609,            337.30,     5122780515.70      
31 AUG 2026,KAYNES,EQ,KAYNES TECHNOLOGY IND LTD,Listed    ,31 AUG 2026,              10.00,          67034654,           3685.00,   247022699990.00    
31 AUG 2026,KAYTEX,SM,KAYTEX FABRICS LIMITED   ,Listed    ,31 AUG 2026,              10.00,          14699200,             55.40,      814335680.00    
31 AUG 2026,KCEIL,SM,KAY CEE ENERGY & INFRA L ,Listed    ,31 AUG 2026,              10.00,          12224000,             81.60,      997478400.00     
31 AUG 2026,KCK,ST,KCK INDUSTRIES LTD       ,Listed    ,31 AUG 2026,               2.00,          63601700,             15.00,      954025500.00       
31 AUG 2026,KCP,EQ,KCP LTD                  ,Listed    ,31 AUG 2026,               1.00,         128921160,            166.90,    21518230815.60       
31 AUG 2026,KCPSUGIND,BE,KCPSUGARINDUS            ,Listed    ,31 AUG 2026,               1.00,         113385050,             32.55,     3691817228.00 
31 AUG 2026,KDDL,EQ,KDDL LIMITED             ,Listed    ,31 AUG 2026,              10.00,          12299280,           3929.60,    48331250688.00      
31 AUG 2026,KDL,SM,KORE DIGITAL LIMITED     ,Listed    ,31 AUG 2026,              10.00,          12024000,             91.25,     1097190000.00       
31 AUG 2026,KEC,EQ,KEC INTL. LIMITED        ,Listed    ,31 AUG 2026,               2.00,         266200000,            416.50,   110872300000.00       
31 AUG 2026,KECL,EQ,KIRLOSKAR ELECTRIC CO LTD,Listed    ,31 AUG 2026,              10.00,          66414071,            130.25,     8650432747.75      
31 AUG 2026,KEEPLEARN,EQ,DSJ KEEP LEARNING LTD    ,Listed    ,31 AUG 2026,               1.00,         155712083,              1.95,      302081441.00 
31 AUG 2026,KEI,EQ,KEI INDUSTRIES LTD.      ,Listed    ,31 AUG 2026,               2.00,          95600595,           5740.30,   548776095478.50       
31 AUG 2026,KELLTONTEC,EQ,KELLTON TECH SOL LTD     ,Listed    ,31 AUG 2026,               1.00,         527804670,             14.05,     7426211706.90
31 AUG 2026,KEN,SM,KEN ENTERPRISES LIMITED  ,Listed    ,31 AUG 2026,              10.00,          24565480,             39.25,      964195090.00       
